,Neighborhood,address,bath,bed,description,latitude,logitude,page_url,price,rent,sale,size,year built,zipcode
116,Lower East Side,"40 E 9th St APT 4F, New York, NY 10003",1,1,"For sale: $1,355,000. Here is your chance to create your dream home with this Sponsor coop sale in a prime village location.  A true classic Junior 4  layout with an oversized balcony overlooking the most lovely garden.  You will find great space in 4F with excellent closets.  This very versatile lay-out offers numerous possibilities, see attached floor plan or call Classic Marketing for a preview.view.",40.731389,-73.993367,https://www.zillow.com:443/homedetails/40-E-9th-St-APT-4F-New-York-NY-10003/244825277_zpid/,1355000.00,0,1,160209,1959,10003
117,Lower East Side,NaN,NaN,NaN,NaN,40.7266,-73.991096,https://www.zillow.com:443/homedetails/52-E-4th-St-10-New-York-NY-10003/2139216497_zpid/,NaN,NaN,NaN,1359,2008,NaN
118,Lower East Side,"305 2nd Ave APT 723, New York, NY 10003",1,2,"For sale: $1,625,000. Back on the market. Gracious layout in this 2 bed, 1 bath duplex apartment located in an historical building at Rutherford Place. Master bedroom and dining area boast double height 18 ft ceilings. Large foyer with washer dryer and 2nd bedroom with ceiling height over 7ft. Custom lighting and wallpaper throughout and ample closet space . Custom lighting with fabulous fixtures. Top of the line appliances: Poggenpohl cabinetry, Sub Zero, Viking stove and Bosch dishwasher. Bathroom has double medicine cabinets and deep soaking tub. Building features 24 hour doorman, concierge, brand new gym, a beautiful roof top garden and is adjacent to 2 large immaculately landscaped parks with a large dog park.",40.734743,-73.983669,https://www.zillow.com:443/homedetails/305-2nd-Ave-APT-723-New-York-NY-10003/63866721_zpid/,1625000.00,0,1,1167,1903,10003
119,Lower East Side,"222 Park Ave S APT 3D, New York, NY 10003",2,2,"For sale: $2,195,000. Located in the Gramercy/Flatiron Historic District, one of the most sought-after (and most convenient) neighborhoods in Manhattan! Just one block north of Union Square, this classic loft features soring 11'10"" high ceilings, oversized 8' tall by 5' wide windows, solid hardwood oak floors, and luxurious space and light. The chef's kitchen is outfitted with state-of-the-art appliances: Bosch dishwasher, Blue Star professional range, Fisher & Paykel refrigerator, wine refrigerator, and Absolute Black rain-washed granite counter tops with center island. The 2 bedrooms each have CityQuiet Windows. The Master Bedroom Suite spaciously accommodates a king-size bed and a full suite of furnishings and includes a large dressing room/walk-in closet with built-ins conjoined with a spacious master bathroom with large glass enclosed shower room, dual sinks, tile by Ann Saks and radiant heated floors. A large, dual home office adjoins both bedrooms and includes work space for 2 with a custom designed architectural detail providing optional pass-through access to the great room. Residents of 222 Park Avenue South enjoy a lush, landscaped roof garden beautifully maintained, architecturally lit, and available for private parties. There is also a dedicated children's play area. Each floor has a complimentary laundry room and additional storage specific to that floor's residents. Personal in-unit washers and dryers are also allowed. There is a live-in resident manager, full-time porter, key-locked elevators and state-of-the-art video security intercom system. This extremely well managed co-op has no underlying mortgage, excellent financials, and low monthly maintenance charges. Amazing proximity to the Union Square Farmers' Market, fine dining restaurants (there are 13 Michelin Star eateries within a 10-block radius including the 3-starred Eleven Madison Park), world-class shopping along the historic Ladies Mile shopping corridor, several parks, the major transportation hub at Union Square, and some of the best food purveyors in Manhattan: Eataly, Whole Foods, and Trader Joe's.",40.737449,-73.9889,https://www.zillow.com:443/homedetails/222-Park-Ave-S-APT-3D-New-York-NY-10003/72516401_zpid/,2195000.00,0,1,1300,1910,10003
120,Lower East Side,"110 3rd Ave APT 8C, New York, NY 10003",3,3,"For sale: $2,675,000. Full-Service, Sun-Drenched, Corner Three-Bedroom Condo with Huge Private Balcony 

This expansive three-bedroom, two-and-a-half bathroom condominium apartment is flooded with natural light through its floor-to-ceiling windows. Enjoy open city views and views east to the Williamsburg Bridge from the corner living room. 

The large private balcony is perfectly situated off the living room and dining area, making it ideal for outdoor entertaining. The open kitchen is smartly designed with top-of-the-line stainless steel appliances, Basaltina stone countertops, glass tiled backsplash, and a large island with breakfast bar. 

The spacious master bedroom is split from the two additional bedrooms, and has a large walk-in closet that has been custom-built to maximize storage space. The five-piece master bathroom has a double vanity, deep soaking tub, and separate shower. The second and third bedrooms are well-proportioned, and each have their own walk in closets.

Additional bonuses in the home include a beautiful powder room, a washer and dryer, and multi-zoned central air conditioning and heat.

Located in the heart of Downtown where the East Village meets Gramercy, One Ten Third is a full-service condominium with a fitness center, outdoor play yard with climbing wall, and a landscaped roof deck with stunning views of the city in all directions. 

Proximate to Union Square, Whole Foods, and Trader Joe's, the building is surrounded by all of the rich culture and world-famous restaurants and shops of the neighborhood. The building is conveniently located near eight subway lines, the 4/5/6, N/R/Q/W, and L.",40.724259,-73.987099,https://www.zillow.com:443/homedetails/110-3rd-Ave-APT-8C-New-York-NY-10003/97512435_zpid/,2675000.00,0,1,1442,2007,10003
121,Lower East Side,"205 3rd Ave APT 3D, New York, NY 10003",1,1,"For sale: $825,000. Gramercy One Bedroom

This beautiful move-in ready, bright, sunny corner apartment facing both south and east, features ample room for living and dining. There are fine custom touches throughout, including hard wood floors. The windowed kitchen has been renovated with top of the line Bosch appliances, granite counter tops, glass tiled back splash, and custom cabinets. Enjoy your morning coffee at the adjoining breakfast bar. The marble tiled windowed bathroom is adjoined to a dressing area with fabulous closets. 
 
You won't need to lift a finger to enjoy this wonderful home!

Gramercy Park Towers is a sought-after post-war luxury co-op building located just a block and a half from the park. Gracious amenities include a 24-hour doorman, concierge, state-of-the-art fitness center, Zen garden, on-site parking and bike storage. Enjoy 360-degree panoramas of the Manhattan skyline from the building's amazing roof deck, while the best of Downtown living awaits right outside your front door. With immediate access to Union Square and the Flatiron District, there's seemingly no end to the nearby restaurants, shopping, entertainment and cultural venues. Union Square offers access to the N/Q/R, 4/5/6 and L trains, placing the rest of the city mere minutes away. 

All utilities are included in the maintenance. Sorry, no pied-a-terre, parental co-purchase or dogs allowed.",40.735919,-73.984773,https://www.zillow.com:443/homedetails/205-3rd-Ave-APT-3D-New-York-NY-10003/72538501_zpid/,825000.00,0,1,--,1964,10003
122,Lower East Side,"125 E 12th St APT 4D, New York, NY 10003",2,1,"For sale: $1,450,000. Union Square 1 Bedroom & Home Office
Residence 4D at the Zachary is an incredible loft-like home with high ceilings, ample space, and an efficient layout. Enter into the enormous great room featuring a modern chef's kitchen with frosted, lit cabinetry, under cabinet lighting, and high end appliances by Sub Zero, Miele and Bosch. The massive kitchen island features a Viking wine fridge and ample space for gourmet food prep and at-counter dining. The gracious living room offers an enormous window overlooking the building's quiet private courtyard and abundant natural light that gleams from the light hardwood floors to the towering 11 foot ceilings. 

The master suite offers privacy and tranquility with a bright window and enormous walk in closet as well as a master bathroom with custom tile and a glass shower. The secondary room offers ample space for a nursery, home office, work space and storage, or den with a frosted sliding barn door for privacy. The guest bathroom completes the space with custom tile work and a glass enclosed soaking tub/shower. 

Additional details in the space include a washer and dryer, Lutron dimmer lights throughout, and extensive storage. 

125 East 12th Street, the Zachary, is a handsome red-brick building from the early 20th century designed in a Romanesque-revival style. Located on 12th Street between 4th and 3rd Avenue, it is ideally situated on the western edge of the East Village, just south of Union Square, and in close proximity to the best shops, restaurants, and stores in the area including Whole Foods, Trader Joes, and Union Square Park, along with numerous local and express major subway lines. This pre-war boutique condominium has been well-cared for and features a 24-hour doorman, garden, and a landscaped roof terrace with expansive views.",40.732569,-73.988626,https://www.zillow.com:443/homedetails/125-E-12th-St-APT-4D-New-York-NY-10003/31498425_zpid/,1450000.00,0,1,1069,1988,10003
123,Lower East Side,"133 2nd Ave APT 2, New York, NY 10003",2,2,"For sale: $2,195,000. Welcome to 133 Second Avenue, a massive 1416 square foot loft that seamlessly combines original industrial elements with contemporary design and luxury. This stunning home was constructed with thoughtful design and tailor-made for the urban modernist. 
 
 The smart layout features soaring 16 ft ceilings with gorgeous walnut hardwood floors. Dramatic 10 foot south facing city quiet windows allow for light to pour in throughout the day, while keeping the space pin drop quiet. The apartment is illuminated with recessed lights and controlled by a state-of-the-art Crestron lighting system, operated via keypads and an app. Additional highlights include the premier central air conditioning and home heating system are controlled by Nest, an ADT security system and a surround sound speaker system. 
 
 The dream chef's kitchen features a 12-foot stovetop external ventilation system, beautiful new ceasar stone countertops and backsplash, top-of-the-line appliances, including a Viking Professional stove, a Jenn-Air dishwasher and a Liebherr refrigerator. The robust kitchen island features a built-in an Electrolux wine fridge. 
 
 The generous standing loft master bedroom is equipped with a large custom-built walk in closet. The lavish, en-suite master bathroom boasts a spacious Kohler shower, a Duravit double sink, a recessed mirror and marble throughout. This home also contains a second full bathroom, a Bosh washer dryer and a home office / library that can easily function as a second bedroom. 
 
 Built in 1920, Theatre Condominium is a 5-story boutique elevator condominium located on Second Avenue and historic St. Marks Place, putting you at the crossroads of the best of the East Village, Cooper Union and Greenwich Village. Nearby Subways include: 6,L,N,Q,R,W,4 and 5 trains. Enjoy the tranquil ambiance in the building's private residents' sanctuary, on the planted, furnished rooftop deck.",40.7289,-73.987899,https://www.zillow.com:443/homedetails/133-2nd-Ave-APT-2-New-York-NY-10003/2085420248_zpid/,2195000.00,0,1,1416,1920,10003
124,Lower East Side,"60 E 8th St APT 23F, New York, NY 10003",2,2,"For sale: $2,350,000. Rarely available in one of Greenwich Village's most popular buildings, this beautiful two bedroom, two bath home leaves no detail overlooked. Located on the 23rd floor with spectacular sweeping views North to the NYC skyline, this mint condition home is simply perfect. You are welcomed home every night to an expansive living room with magnificent city lights as the backdrop. From the beautiful hardwood floors, designer plaster walls, to the pristine cook's kitchen which opens to the dining room,every upgrade has been made. Spacious, comfortable, and functional with great details including Spa-like bathrooms. Enjoy a beautifully landscaped rooftop deck and pool featuring panoramic city views from the 33rd floor plus gym and building-accessible parking garage, this truly is a perfect home in the heart of The Village. The Georgetown Plaza operates as a condop with a right of first refusal approval process. The building allows guarantors, pied-a-terres, co-purchase, or investment purchases as well as being pet friendly.",40.7305,-73.993074,https://www.zillow.com:443/homedetails/60-E-8th-St-APT-23F-New-York-NY-10003/244860718_zpid/,2350000.00,0,1,1120,1965,10003
125,Lower East Side,NaN,NaN,NaN,NaN,40.735919,-73.984773,https://www.zillow.com:443/homedetails/205-3rd-Ave-APT-17E-New-York-NY-10003/82391597_zpid/,NaN,NaN,NaN,1350,1964,NaN
126,Lower East Side,"39 5th Ave # 6C, New York, NY 10003",1,1,"For sale: $1,775,000. Renovated Gold Coast One Bedroom
This Lower Fifth Avenue prewar one Bedroom has been meticulously renovated to every last detail. Offering a gracious and open layout with 10' beamed ceilings giving the feeling of loft like living. There is a proper foyer that leads to a gracious sized living room with a WBF that is perfect for entertaining on those cold nights. Also this home boast brand new solid oak, 7"" wide dark wood flooring. Facing East with large sized windows throughout allow for abundant morning sunlight and city and sky views. 

 The fully renovated kitchen offers custom cabinetry, Bertrazzoni range, Double Fisher Paykel drawer dishwasher, Sub Zero refrigerator, caeserstone counter tops. Also the kitchen is outfitted with an appliance garage for sleek storage. The stunning bathroom is outfitted with heated marble floors, custom cabinetry and glass barn door shower stall with the top of the line Kallista fixtures.The large bedroom has plenty of room for a king size bed and also has a large walk in closet with custom built in shelves and drawers for optimal storage. 

39 Fifth Avenue, between 10th and 11th streets, is a distinguished full time doorman prewar cooperative built in 1922 by Bing & Bing, designed by Emery Roth and features a particularly attractive lobby. Located in undoubtedly the most sought after neighborhood in New York City, amenities include a live-in resident manager and on-site laundry. Lower Fifth Avenue 's wonderful central location is just above Washington Square Park and minutes to Soho, the West Village and an array of village shops, cafes and transportation. There is an assessment of $99.96/month until January 2019. Seller is also Real Estate Sales person.",40.733621,-73.994884,https://www.zillow.com:443/homedetails/39-5th-Ave-6C-New-York-NY-10003/244720860_zpid/,1775000.00,0,1,62409,1922,10003
127,Lower East Side,"21 Astor Pl APT 10D, New York, NY 10003",3,3,"For sale: $4,995,000. Modern pre-war loft living at its best in this gorgeous 3-Bedroom, 3-Bathroom south-facing home with light pouring in from every angle through the 12 large windows. Enjoy classic NoHo views from every room, each with its own special character. 

Upon entering, you are immediately greeted with quintessential skyline views through a wall of south-facing windows. Richly stained white oak wood flooring spreads throughout an expansive living and dining space. The chef's kitchen is perfect for cooking and entertaining, outfitted with Viking refrigerator, a Bosch gas-burning oven and cooktop and a Bosch dishwasher. As the nights turn colder, your gas fireplace is the perfect space to cozy up with a good book! 

A well-thought out floor plan separates the master suite from the other two bedrooms for privacy and gracious living. The master suite is complete with a double vanity, soaking tub and separate shower as well as a walk-in closet. 

At the other end of the home, you will find two additional bedrooms, one with en-suite bathroom and walk-in closet and the other with the bathroom across the hall that can also act as the powder room. Additional features include private storage, Bosch W/D, motorized shades, custom built-out closets, and recessed lighting. 

Situated in the heart of Greenwich Village, this full service, pre-war condominium was originally built in 1892 in the Romanesque-Revival-style. In 2003, it was reimagined by famed architect Barry Berg into what is now; 21 Astor Place with 52 loft apartments, 24-hour doorman, a gym, close to all transportation, and pet-friendly. 

Close to Washington Square Park and Soho with a vibrant quintessential Village ambiance combined with intimate cafes, swanky boutiques and great restaurants, you will fall in love with this neighborhood!",40.730123,-73.991794,https://www.zillow.com:443/homedetails/21-Astor-Pl-APT-10D-New-York-NY-10003/63864650_zpid/,4995000.00,0,1,1993,1930,10003
128,Lower East Side,"52 E 4th St # 9NS, New York, NY 10003",2,2,"For sale: $3,450,000. PANORAMIC LIVING - Enjoy spectacular views from the luminous walls of glass, that make up this fifteen story 'iconic' tower. 52 East 4th is the 'ultimate' in downtown luxury living, featuring direct elevator access, surround sound, dramatic ceiling heights, architectural steel trusses, and state-of-the-art bathrooms and kitchen, all designed by Robert Scarano & Andre Escobar.

This full service condominium is situated in the highly desired East Village, directly adjacent to The Bowery Hotel. Building amenities include a setback and landscaped building entrance, parking garage, roof deck and an exterior spa-swimming pool.

 The only thing missing from this 'unique' masterpiece is you!",40.7266,-73.991096,https://www.zillow.com:443/homedetails/52-E-4th-St-9NS-New-York-NY-10003/2085854586_zpid/,3450000.00,0,1,1359,2008,10003
129,Lower East Side,"445 Lafayette St APT 16A, New York, NY 10003",3,3,"For sale: $4,200,000. SWEEPING 180 degree skyscraper views from this three bedroom, three bathroom home at the highly sought after 445 Lafayette Street. Perched above Astor Place, #16A offers floor to ceiling windows allowing for fantastic light and direct Empire State, East River and Freedom Tower views.



The entry foyer leads to the expansive loft-like living/dining area with northern and eastern exposures. Measuring approximately 25X28 square feet, this area has ample room for entertaining. The open chef's kitchen is complete with a breakfast bar, custom cabinetry and Wolf appliances. A full size laundry room is adjacent the kitchen and is equipped with a Miele washer and dryer.



Behind the living room is a flexible bedroom which can easily be converted into a library or media room with direct access to the living area. On the other end of the apartment is the spacious master suite, featuring eastern and southern views as well as two walk in closets and an en-suite five fixture bathroom. Across the hall is a third bedroom, which faces south and has an en-suite bathroom.



445 Lafayette is a full-service building located in the highly coveted Noho neighborhood. The iconic curved glass tower was designed by famed architects Charles Gwathmey and Robert Siegel and was built in 2004. Amenities include full-time doormen, concierge services, fitness center, on-site super and garage parking.



Situated at the intersection of Noho, the East Village and Greenwich Village, Astor Place is very conveniently located and is nearby to fantastic restaurants and stores as well as public transportation.



There is an opportunity to combine 16A and 15A to create a duplex consisting of almost 4,500 square feet.",40.729499,-73.991203,https://www.zillow.com:443/homedetails/445-Lafayette-St-APT-16A-New-York-NY-10003/2121165005_zpid/,4200000.00,0,1,2248,2004,10003
130,Lower East Side,NaN,NaN,NaN,NaN,40.733174,-73.995278,https://www.zillow.com:443/homedetails/33-5th-Ave-APT-7C-New-York-NY-10003/79494743_zpid/,NaN,NaN,NaN,--,1924,NaN
131,Lower East Side,"115 4th Ave APT 6F, New York, NY 10003",2,2,"For sale: $2,750,000. OPEN HOUSE Sunday 14 April 11:00 am-12:00 pm. Experience the rare opportunity of loft living in the heart of the Village! This beautiful 2 BR, 2 BA corner loft features appx. 12' soaring ceilings, hardwood floors throughout and a wide expanse of south and east-facing oversized windows allowing for tons of natural sunlight.  With nearly 1800 SF of living space the intelligent floor plan boasts 2 large winged bedrooms allowing for maximum privacy. Both bedrooms have great closet space and are large enough to easily fit king size beds and furniture. The  grand living room is appx. 29'x 18' with 8 oversized windows framing beautiful views of the Village from two directions. The apartment features a separate appx. 13'x12' dining area perfect for entertaining as well as 2 bathrooms and a gracious entry foyer with coat closet. There is also room in the floor plan for a third bedroom with window. W/D in unit. There is currently a monthly assessment until Feb. 2020 of $867.



The Petersfield is a beautifully maintained, pet-friendly condominium building with 24-hour doorman service and a landscaped common roof deck with spectacular views. Perfectly situated at the intersection of the East Village and Greenwich Village, a stone's throw from Gramercy Park and Union Square, the building is surrounded by the absolute best of Manhattan living. Some of Manhattan's best restaurants and shopping as well as major subway lines (4, 5, 6, N, Q, R, W and L) are nearby.",40.732812,-73.989573,https://www.zillow.com:443/homedetails/115-4th-Ave-APT-6F-New-York-NY-10003/31498373_zpid/,2750000.00,0,1,1790,1905,10003
132,Lower East Side,"69 5th Ave APT 4D, New York, NY 10003",2,1,"For sale: $1,250,000. Splendid one bedroom duplex on lower Fifth Avenue located in a gracious full service Coop. This unique, sizable duplex is the seamless combination of two large studio apartments, each displaying a large wall of windows with eastern views. The elegant foyer opens into a separate kitchen with stainless steel appliances, full bath and spacious living and dining area great for entertaining.  A contemporary, custom built, spiral staircase gives access to the second floor unfolding a massive Master Suite rarely found downtown.  The over-sized bedroom includes a separate dressing area with four large closets one of which is a large masterfully designed custom walk-in closet. The dressing area leads to an en-suite bathroom with glass shower enclosure. The upper floor also enjoys a separate entry with space large enough to create a second bedroom or office if you so desired. This marvelous home offers a true 'house-like' feel in the heart of downtown. Come see this gem in person for an opportunity to own a very comfortable space in a fantastic full-service building.  The Wedgwood House offers a 24-hour Doorman, beautiful landscaped roof deck with panoramic 360 views, storage bins, bike storage, brand new laundry room and onsite parking garage. Centrally located for access to wonderful restaurants and shopping and all transportation. Just steps away from Union Square, Madison Square Park, Washington Square Park, Whole Foods and the farmer's market. This flexible Coop allows pieds-a-terre, subletting, and pets.",40.736198,-73.993103,https://www.zillow.com:443/homedetails/69-5th-Ave-APT-4D-New-York-NY-10003/2091475831_zpid/,1250000.00,0,1,1100,1961,10003
133,Lower East Side,"49 E 12th St APT 4E, New York, NY 10003",1,1,"For sale: $795,000. This perfect duplex loft in the heart of Greenwich Village features a 16 foot ceiling, large west facing 9 foot window and a spiral staircase. The open kitchen has a breakfast bar with bar stool seating and connects to a separate dining alcove, perfect for entertaining. The extra large bedroom can accommodate a king size bed with plenty of room for additional furniture, has 8+ ft ceilings, tons of storage with a wall of closets, and separate space for a home office. 

Hardwood floors and custom lighting throughout.

Amenities in this prewar building include an elevator, video intercom system, resident live-in super, central laundry, common courtyard and furnished roof deck. Guarantors, pied-a-terre and pets are allowed.",40.733568,-73.991403,https://www.zillow.com:443/homedetails/49-E-12th-St-APT-4E-New-York-NY-10003/119914657_zpid/,795000.00,0,1,600,1910,10003
134,Lower East Side,"1 Irving Pl APT 14FG, New York, NY 10003",2,3,"Zestimate® Home Value: $2,515,210. Location, location!! 1 Irving Place @ Zeckendorf Towers. There's no compromise: high floor, tremendous location and excellent size. The Unit: High floor with absolutely nice natural light. This is a beautiful 3 Bedroom home in one of Manhattan's most sought-after white glove 5 star condominiums. Floors to ceilings windows with views facing North, East, and South. Additionally, this lovely apartment boasts a renovated kitchen with stainless steel appliances, granite countertops, and maple cabinetry, and renovated bathrooms. The Building: Zeckendorf Towers offers the best in comfort and style featuring nearly every amenity including an incredible health club with large indoor pool, sauna, steam room, aerobics room, children's playroom, enormous roofdeck overlooking Union Square, and a garage. The neighborhood: Steps away from all that Union Square has to offer including top restaurants, the famous farmer's market, Luna Park, Whole Foods Market, and five Subway lines. This is an excellent opportunity for both end users and investors. (There's an on going Assessment of $300 a month for renovations)",NaN,NaN,https://www.zillow.com:443/homedetails/1-Irving-Pl-APT-14FG-New-York-NY-10003/2087626250_zpid/,NaN,NaN,NaN,NaN,NaN,10003
135,Lower East Side,"130 E 12th St APT 6A, New York, NY 10003",3,2,"For sale: $2,625,000. This north facing Village condo loft features high ceilings at 1545 sf offers and a huge master suite and ensuite spa bathroom. The current configuration provides a large guest apartment for the owner of the PH above in 7AB. The open kitchen, living room and library nook allow for comfortable entertaining. This loft is offered as a stand-alone home or it can be combined with 7AB.",40.731996,-73.988839,https://www.zillow.com:443/homedetails/130-E-12th-St-APT-6A-New-York-NY-10003/31498274_zpid/,2625000.00,0,1,1545,1905,10003
136,Lower East Side,NaN,NaN,NaN,NaN,40.732259,-73.994891,https://www.zillow.com:443/homedetails/20-E-9th-St-16-F-New-York-NY-10003/121999428_zpid/,NaN,NaN,NaN,1700,1964,NaN
137,Lower East Side,"1 Irving Pl APT G9A, New York, NY 10003",1,1,"For sale: $1,850,000. One of the rarest Zeckendorf Tower apartments hits the market for the first time in 30 years! Located in prime Gramercy/Union Square, this corner apartment will heighten your lifestyle. With 1,200 square feet outdoor space, this is your opportunity to own one of the largest private terraces in Downtown Manhattan.



This sun drenched apartment boasts over-sized windows with south and east exposures, an abundance of closet space throughout, and a large master bedroom which can easily accommodate a king-sized bed and more.



The Zeckendorf has it all! A full-service white glove luxury condominium, the Zeckendorf Towers features a health club which includes a a 60 foot pool, full gym, sauna & jacuzzi, aerobics room, play room and free workout classes including yoga, boxing and pilates. If a 1,200 sqft terrace isn't enough to entertain you and your guests, the building also offers a sundeck and a landscaped rooftop garden. Fully staffed, enjoy the comforts of a 24-hour doorman and concierge service as well as a live in superintendent. An oasis in and of itself, the Zeckendorf brings a true community feel seldom found in prime Manhattan. 



Trader Joe's, Union Square Market, and some of NYC's top restaurants and bars are less than 1 block from your door. Food Emporium, Dry Cleaners, and a garage can be found in the building. Access the 4/5/6/L/N/Q/R/W from 14th Street-Union Square Train just steps from your new home.",40.734642,-73.989212,https://www.zillow.com:443/homedetails/1-Irving-Pl-APT-G9A-New-York-NY-10003/31505913_zpid/,1850000.00,0,1,741,1988,10003
138,Lower East Side,"21 E 12th St # 18A, New York, NY 10003",4.5,4,"For sale: $8,750,000. Ideally situated on the 18th Floor of 21 East 12th Street, the brand-new condominium expertly conceived by Selldorf Architects, this spectacular corner residence spans approximately 2,679 square feet with breathtaking panoramic views of Manhattan including the Freedom Tower and the iconic Midtown skyline. The luxurious home has three or four bedrooms and four and a half bathrooms. The impeccably renovated residence features 10-foot ceilings, oversized casement windows, wide plank white-oak floors, Waterworks fixtures, and a four pipe HVAC system for year-round cooling and heating. 

The current floor plan has opened the fourth bedroom into the entertainment space creating a palatial great room that is over 38 feet long. The corner room has five oversized windows with sweeping views and it is ideally proportioned for both everyday living and sophisticated entertaining. Off the great room, there is a powder room as well as a full bathroom with a walk-in shower and three hallway closets. There is a windowed gourmet eat-in kitchen with custom European Valcucine cabinetry and a center island with Pietra Lavica stone countertops providing a generous space for dining. The kitchen is equipped with top-of-the-line appliances included a Subzero refrigerator/freezer, a Subzero wine refrigerator, a Gaggenau dishwasher, a Gaggenau cooktop with a vented hood, a microwave speed oven, and a double wall oven. Off the kitchen is a laundry room with a vented washer/dryer.

As for the private quarters, the corner master bedroom suite face south and east with picturesque views. It has a dressing area with four large closets. The lavish en-suite windowed master bathroom is graciously lined with Bardiglio Lucca marble walls and heated flooring finished with a Murano glass mosaic inlay; it has two sinks, an oversized walk-in shower, a deep soaking tub, and a separate water closet. There are two additional bedroom suites both with en-suite bathrooms finished with Carrara marble and floor to ceiling Murano glass mosaic tiles.

Building amenities will include a full-time doorman, gym, lounge, garden and on-site parking garage. This luxurious residence embodies quintessential Greenwich Village living. 

All artist's renderings are for representational purposes only and subject to variances. Finishes, appliances and furnishings depicted in artist's rendering are not necessarily indicative of what is specified in the offering plan and not all items depicted in artist's rendering are included in the final product or apartment purchase. Sponsor has provided these renderings for the purpose of presenting prospective purchasers with possible views from certain Units within the Building when they are completed.
 
The complete offering terms are in an offering plan available from Sponsor. File No. CD15-0364. Sponsor: 21E12 LLC, c/o William Macklowe Company, 126 East 56th Street, New York, New York. Sponsor reserves the right to make changes in accordance with the terms of the Offering Plan. Units will not be offered furnished. No representation or warranty is made that a Unit Owner will be able to implement the furniture layout shown above. This Unit is being marketed by a contract vendee who is currently in contract to purchase this Unit from Sponsor and is not marketing the unit on behalf of the Sponsor. Sponsor is not responsible for, and shall not be bound by, any representation, statement or omission made in connection with this listing. The purchaser of this unit will agree to assume the contract with the Sponsor and will be subject to the terms contained in the current contract vendee's contract and the Offering Plan. 
 
Equal Housing Opportunity.",40.734298,-73.992897,https://www.zillow.com:443/homedetails/21-E-12th-St-18A-New-York-NY-10003/2094909776_zpid/,8750000.00,0,1,2679,2018,10003
139,Lower East Side,"51 5th Ave APT 15BF, New York, NY 10003",3,2,"For sale: $3,595,000. NEW PRICE.  Enjoy the gracious lifestyle of another era in this immaculate Greenwich Village Gold Coast Pre-War 2 bed/2.5 bath home with dining room and den. Renovated to the highest standards while maintaining its original charm - wood-burning fireplace, columns, inlaid hardwood floors - this expansive high-floor corner unit has been enhanced with a contemporary touch. With thirteen windows overlooking Lower Fifth Avenue and 12th Street, the western views from the living room and master bedroom feature the landmark First Presbyterian Church bell tower and continue to the Hudson River and beyond. The sunsets will take your breath away! 



The large open plan dining room/kitchen can be separated by custom folding doors to create a more formal entertainment environment. A third windowed room currently configured as an enormous walk-in closet can be re-purposed for myriad uses: as a study, den, sleeping area, and more. The suite of top-end appliances include a washer and dryer. 



Built in 1929, 51 Fifth Avenue was designed by Thomas W. Lamb, perhaps better known as one of the foremost architects of theaters and cinemas in the 20th century. There is a full-time doorman, live-in super, and well-appointed gym. Co-purchasing and pied-a-terres are allowed. Pet-friendly, and parking is available nearby. But in the end - the location, location, location is superb.",40.734385,-73.994349,https://www.zillow.com:443/homedetails/51-5th-Ave-APT-15BF-New-York-NY-10003/124892561_zpid/,3595000.00,0,1,--,1929,10003
